version,id,percent_of_occ_limit,type,factor
v2.0.101,1972,275.00,Crisis Management,7.50
v2.0.101,1973,275.00,Defense Only TCPA,18.30
v2.0.101,1974,275.00,Defense Outside Limits,23.60
v2.0.101,1975,275.00,Evacuation Expenses,7.50
v2.0.101,1976,275.00,Faulty Workmanship,52.90
v2.0.101,1977,275.00,Games of Chance / Over-Redemptio,10.20
v2.0.101,1978,275.00,HIPAA Violations,4.10
v2.0.101,1979,275.00,Open House Claim Sublimit,12.80
v2.0.101,1980,275.00,Rectification Expenses,7.50
v2.0.101,1981,275.00,Protective Indemnity,2.00
v2.0.101,1982,275.00,Mold,7.49
v2.0.101,1983,275.00,Pollutants in Transit,2.03
v2.0.101,1984,275.00,Non-Owned Disposal Site,2.03
v2.0.101,1985,275.00,Bodily injury / property damage,30.97
v2.0.101,1986,275.00,Antitrust sublimit,4.07
v2.0.101,1987,275.00,Failure to disclose pollutants,4.07
v2.0.101,1988,275.00,FCRA defense only sublimit,18.30
v2.0.101,1989,275.00,Pollution liability,14.75
v2.0.101,1990,275.00,Technology Coverage Extensio,12.85
v2.0.101,1991,275.00,Bodily Inury (Emotional Distress),14.75
v2.0.101,1992,275.00,Network security & privacy,7.49
v2.0.101,1993,275.00,Defamation Exclusion and Sublimit,3.90
v2.0.101,1994,275.00,InvasionPrivacyExclusionSublimit,3.90
v2.0.101,1995,275.00,Media activities,13.92
v2.0.101,1996,280.00,Bodily Injury,29.78
v2.0.101,1997,280.00,Property Damage,11.91
v2.0.101,1998,280.00,Breach of Contract,11.91
v2.0.101,1999,280.00,Personal & Advertising Injury,23.82
v2.0.101,2000,280.00,Intellectual Property Infringement,11.91
v2.0.101,2001,280.00,Third Party Discriminatio,11.91
v2.0.101,2002,280.00,Contractors Pollution (Claims Made),12.90
v2.0.101,2003,280.00,Contractors Pollution (Occ),15.52
v2.0.101,2004,280.00,Sexual Abuse & Misconduct,26.60
v2.0.101,2005,280.00,Billing Errors Coverage,10.20
v2.0.101,2006,280.00,Class Action Sublimit,0.00
v2.0.101,2007,280.00,Crisis Management,7.50
v2.0.101,2008,280.00,Defense Only TCPA,18.40
v2.0.101,2009,280.00,Defense Outside Limits,23.80
v2.0.101,2010,280.00,Evacuation Expenses,7.50
v2.0.101,2011,280.00,Faulty Workmanship,53.20
v2.0.101,2012,280.00,Games of Chance / Over-Redemptio,10.20
v2.0.101,2013,280.00,HIPAA Violations,4.10
v2.0.101,2014,280.00,Open House Claim Sublimit,12.90
v2.0.101,2015,280.00,Rectification Expenses,7.50
v2.0.101,2016,280.00,Protective Indemnity,2.00
v2.0.101,2017,280.00,Mold,7.55
v2.0.101,2018,280.00,Pollutants in Transit,2.05
v2.0.101,2019,280.00,Non-Owned Disposal Site,2.05
v2.0.101,2020,280.00,Bodily injury / property damage,31.27
v2.0.101,2021,280.00,Antitrust sublimit,4.10
v2.0.101,2022,280.00,Failure to disclose pollutants,4.10
v2.0.101,2023,280.00,FCRA defense only sublimit,18.43
v2.0.101,2024,280.00,Pollution liability,14.89
v2.0.101,2025,280.00,Technology Coverage Extensio,12.94
v2.0.101,2026,280.00,Bodily Inury (Emotional Distress),14.89
v2.0.101,2027,280.00,Network security & privacy,7.55
v2.0.101,2028,280.00,Defamation Exclusion and Sublimit,4.01
v2.0.101,2029,280.00,InvasionPrivacyExclusionSublimit,4.01
v2.0.101,2030,280.00,Media activities,14.01
v2.0.101,2031,285.00,Bodily Injury,30.06
v2.0.101,2032,285.00,Property Damage,12.02
v2.0.101,2033,285.00,Breach of Contract,12.02
v2.0.101,2034,285.00,Personal & Advertising Injury,24.04
v2.0.101,2035,285.00,Intellectual Property Infringement,12.02
v2.0.101,2036,285.00,Third Party Discriminatio,12.02
v2.0.101,2037,285.00,Contractors Pollution (Claims Made),13.00
v2.0.101,2038,285.00,Contractors Pollution (Occ),15.63
v2.0.101,2039,285.00,Sexual Abuse & Misconduct,26.60
v2.0.101,2040,285.00,Billing Errors Coverage,10.30
v2.0.101,2041,285.00,Class Action Sublimit,0.00
v2.0.101,2042,285.00,Crisis Management,7.60
v2.0.101,2043,285.00,Defense Only TCPA,18.60
v2.0.101,2044,285.00,Defense Outside Limits,24.00
v2.0.101,2045,285.00,Evacuation Expenses,7.60
v2.0.101,2046,285.00,Faulty Workmanship,53.60
v2.0.101,2047,285.00,Games of Chance / Over-Redemptio,10.30
v2.0.101,2048,285.00,HIPAA Violations,4.10
v2.0.101,2049,285.00,Open House Claim Sublimit,13.00
v2.0.101,2050,285.00,Rectification Expenses,7.60
v2.0.101,2051,285.00,Protective Indemnity,2.10
v2.0.101,2052,285.00,Mold,7.60
v2.0.101,2053,285.00,Pollutants in Transit,2.06
v2.0.101,2054,285.00,Non-Owned Disposal Site,2.06
v2.0.101,2055,285.00,Bodily injury / property damage,31.56
v2.0.101,2056,285.00,Antitrust sublimit,4.12
v2.0.101,2057,285.00,Failure to disclose pollutants,4.12
v2.0.101,2058,285.00,FCRA defense only sublimit,18.56
v2.0.101,2059,285.00,Pollution liability,15.03
v2.0.101,2060,285.00,Technology Coverage Extensio,13.03
v2.0.101,2061,285.00,Bodily Inury (Emotional Distress),15.03
v2.0.101,2062,285.00,Network security & privacy,7.60
v2.0.101,2063,285.00,Defamation Exclusion and Sublimit,4.13
v2.0.101,2064,285.00,InvasionPrivacyExclusionSublimit,4.13
v2.0.101,2065,285.00,Media activities,14.11
v2.0.101,2066,290.00,Bodily Injury,30.33
v2.0.101,2067,290.00,Property Damage,12.13
v2.0.101,2068,290.00,Breach of Contract,12.13
v2.0.101,2069,290.00,Personal & Advertising Injury,24.27
v2.0.101,2070,290.00,Intellectual Property Infringement,12.13
v2.0.101,2071,290.00,Third Party Discriminatio,12.13
v2.0.101,2072,290.00,Contractors Pollution (Claims Made),13.10
v2.0.101,2073,290.00,Contractors Pollution (Occ),15.74
v2.0.101,2074,290.00,Sexual Abuse & Misconduct,26.70
v2.0.101,2075,290.00,Billing Errors Coverage,10.40
v2.0.101,2076,290.00,Class Action Sublimit,0.00
v2.0.101,2077,290.00,Crisis Management,7.70
v2.0.101,2078,290.00,Defense Only TCPA,18.70
v2.0.101,2079,290.00,Defense Outside Limits,24.30
v2.0.101,2080,290.00,Evacuation Expenses,7.70
v2.0.101,2081,290.00,Faulty Workmanship,54.00
v2.0.101,2082,290.00,Games of Chance / Over-Redemptio,10.40
v2.0.101,2083,290.00,HIPAA Violations,4.20
v2.0.101,2084,290.00,Open House Claim Sublimit,13.10
v2.0.101,2085,290.00,Rectification Expenses,7.70
v2.0.101,2086,290.00,Protective Indemnity,2.10
v2.0.101,2087,290.00,Mold,7.65
v2.0.101,2088,290.00,Pollutants in Transit,2.08
v2.0.101,2089,290.00,Non-Owned Disposal Site,2.08
v2.0.101,2090,290.00,Bodily injury / property damage,31.85
v2.0.101,2091,290.00,Antitrust sublimit,4.15
v2.0.101,2092,290.00,Failure to disclose pollutants,4.15
v2.0.101,2093,290.00,FCRA defense only sublimit,18.69
v2.0.101,2094,290.00,Pollution liability,15.17
v2.0.101,2095,290.00,Technology Coverage Extensio,13.12
v2.0.101,2096,290.00,Bodily Inury (Emotional Distress),15.17
v2.0.101,2097,290.00,Network security & privacy,7.65
v2.0.101,2098,290.00,Defamation Exclusion and Sublimit,4.24
v2.0.101,2099,290.00,InvasionPrivacyExclusionSublimit,4.24
v2.0.101,2100,290.00,Media activities,14.21
v2.0.101,2101,295.00,Bodily Injury,30.61
v2.0.101,2102,295.00,Property Damage,12.25
v2.0.101,2103,295.00,Breach of Contract,12.25
v2.0.101,2104,295.00,Personal & Advertising Injury,24.49
v2.0.101,2105,295.00,Intellectual Property Infringement,12.25
v2.0.101,2106,295.00,Third Party Discriminatio,12.25
v2.0.101,2107,295.00,Contractors Pollution (Claims Made),13.20
v2.0.101,2108,295.00,Contractors Pollution (Occ),15.85
v2.0.101,2109,295.00,Sexual Abuse & Misconduct,26.70
v2.0.101,2110,295.00,Billing Errors Coverage,10.50
v2.0.101,2111,295.00,Class Action Sublimit,0.00
v2.0.101,2112,295.00,Crisis Management,7.70
v2.0.101,2113,295.00,Defense Only TCPA,18.80
v2.0.101,2114,295.00,Defense Outside Limits,24.50
v2.0.101,2115,295.00,Evacuation Expenses,7.70
v2.0.101,2116,295.00,Faulty Workmanship,54.30
v2.0.101,2117,295.00,Games of Chance / Over-Redemptio,10.50
v2.0.101,2118,295.00,HIPAA Violations,4.20
v2.0.101,2119,295.00,Open House Claim Sublimit,13.20
v2.0.101,2120,295.00,Rectification Expenses,7.70
v2.0.101,2121,295.00,Protective Indemnity,2.10
v2.0.101,2122,295.00,Mold,7.70
v2.0.101,2123,295.00,Pollutants in Transit,2.09
v2.0.101,2124,295.00,Non-Owned Disposal Site,2.09
v2.0.101,2125,295.00,Bodily injury / property damage,32.14
v2.0.101,2126,295.00,Antitrust sublimit,4.18
v2.0.101,2127,295.00,Failure to disclose pollutants,4.18
v2.0.101,2128,295.00,FCRA defense only sublimit,18.81
v2.0.101,2129,295.00,Pollution liability,15.31
v2.0.101,2130,295.00,Technology Coverage Extensio,13.20
v2.0.101,2131,295.00,Bodily Inury (Emotional Distress),15.31
v2.0.101,2132,295.00,Network security & privacy,7.70
v2.0.101,2133,295.00,Defamation Exclusion and Sublimit,4.35
v2.0.101,2134,295.00,InvasionPrivacyExclusionSublimit,4.35
v2.0.101,2135,295.00,Media activities,14.30
v2.0.101,2136,300.00,Bodily Injury,30.89
v2.0.101,2137,300.00,Property Damage,12.36
v2.0.101,2138,300.00,Breach of Contract,12.36
v2.0.101,2139,300.00,Personal & Advertising Injury,24.71
v2.0.101,2140,300.00,Intellectual Property Infringement,12.36
v2.0.101,2141,300.00,Third Party Discriminatio,12.36
v2.0.101,2142,300.00,Contractors Pollution (Claims Made),13.30
v2.0.101,2143,300.00,Contractors Pollution (Occ),15.95
v2.0.101,2144,300.00,Sexual Abuse & Misconduct,26.80
v2.0.101,2145,300.00,Billing Errors Coverage,10.50
v2.0.101,2146,300.00,Class Action Sublimit,0.00
v2.0.101,2147,300.00,Crisis Management,7.80
v2.0.101,2148,300.00,Defense Only TCPA,18.90
v2.0.101,2149,300.00,Defense Outside Limits,24.70
v2.0.101,2150,300.00,Evacuation Expenses,7.80
v2.0.101,2151,300.00,Faulty Workmanship,54.70
v2.0.101,2152,300.00,Games of Chance / Over-Redemptio,10.50
v2.0.101,2153,300.00,HIPAA Violations,4.20
v2.0.101,2154,300.00,Open House Claim Sublimit,13.30
v2.0.101,2155,300.00,Rectification Expenses,7.80
v2.0.101,2156,300.00,Protective Indemnity,2.10
v2.0.101,2157,300.00,Mold,7.75
v2.0.101,2158,300.00,Pollutants in Transit,2.10
v2.0.101,2159,300.00,Non-Owned Disposal Site,2.10
v2.0.101,2160,300.00,Bodily injury / property damage,32.44
v2.0.101,2161,300.00,Antitrust sublimit,4.21
v2.0.101,2162,300.00,Failure to disclose pollutants,4.21
v2.0.101,2163,300.00,FCRA defense only sublimit,18.94
v2.0.101,2164,300.00,Pollution liability,15.45
v2.0.101,2165,300.00,Technology Coverage Extensio,13.29
v2.0.101,2166,300.00,Bodily Inury (Emotional Distress),15.45
v2.0.101,2167,300.00,Network security & privacy,7.75
v2.0.101,2168,300.00,Defamation Exclusion and Sublimit,4.46
v2.0.101,2169,300.00,InvasionPrivacyExclusionSublimit,4.46
v2.0.101,2170,300.00,Media activities,14.40
v2.0.101,2171,305.00,Bodily Injury,31.17
v2.0.101,2172,305.00,Property Damage,12.47
v2.0.101,2173,305.00,Breach of Contract,12.47
v2.0.101,2174,305.00,Personal & Advertising Injury,24.94
v2.0.101,2175,305.00,Intellectual Property Infringement,12.47
v2.0.101,2176,305.00,Third Party Discriminatio,12.47
v2.0.101,2177,305.00,Contractors Pollution (Claims Made),13.40
v2.0.101,2178,305.00,Contractors Pollution (Occ),16.06
v2.0.101,2179,305.00,Sexual Abuse & Misconduct,26.80
v2.0.101,2180,305.00,Billing Errors Coverage,10.60
v2.0.101,2181,305.00,Class Action Sublimit,0.00
v2.0.101,2182,305.00,Crisis Management,7.80
v2.0.101,2183,305.00,Defense Only TCPA,19.10
v2.0.101,2184,305.00,Defense Outside Limits,24.90
v2.0.101,2185,305.00,Evacuation Expenses,7.80
v2.0.101,2186,305.00,Faulty Workmanship,55.10
v2.0.101,2187,305.00,Games of Chance / Over-Redemptio,10.60
v2.0.101,2188,305.00,HIPAA Violations,4.20
v2.0.101,2189,305.00,Open House Claim Sublimit,13.40
v2.0.101,2190,305.00,Rectification Expenses,7.80
v2.0.101,2191,305.00,Protective Indemnity,2.10
v2.0.101,2192,305.00,Mold,7.81
v2.0.101,2193,305.00,Pollutants in Transit,2.12
v2.0.101,2194,305.00,Non-Owned Disposal Site,2.12
v2.0.101,2195,305.00,Bodily injury / property damage,32.73
v2.0.101,2196,305.00,Antitrust sublimit,4.24
v2.0.101,2197,305.00,Failure to disclose pollutants,4.24
v2.0.101,2198,305.00,FCRA defense only sublimit,19.07
v2.0.101,2199,305.00,Pollution liability,15.59
v2.0.101,2200,305.00,Technology Coverage Extensio,13.38
v2.0.101,2201,305.00,Bodily Inury (Emotional Distress),15.59
v2.0.101,2202,305.00,Network security & privacy,7.81
v2.0.101,2203,305.00,Defamation Exclusion and Sublimit,4.57
v2.0.101,2204,305.00,InvasionPrivacyExclusionSublimit,4.57
v2.0.101,2205,305.00,Media activities,14.50
v2.0.101,2206,310.00,Bodily Injury,31.45
v2.0.101,2207,310.00,Property Damage,12.58
v2.0.101,2208,310.00,Breach of Contract,12.58
v2.0.101,2209,310.00,Personal & Advertising Injury,25.16
v2.0.101,2210,310.00,Intellectual Property Infringement,12.58
v2.0.101,2211,310.00,Third Party Discriminatio,12.58
v2.0.101,2212,310.00,Contractors Pollution (Claims Made),13.50
v2.0.101,2213,310.00,Contractors Pollution (Occ),16.17
v2.0.101,2214,310.00,Sexual Abuse & Misconduct,26.90
v2.0.101,2215,310.00,Billing Errors Coverage,10.70
v2.0.101,2216,310.00,Class Action Sublimit,0.00
v2.0.101,2217,310.00,Crisis Management,7.90
v2.0.101,2218,310.00,Defense Only TCPA,19.20
v2.0.101,2219,310.00,Defense Outside Limits,25.20
v2.0.101,2220,310.00,Evacuation Expenses,7.90
v2.0.101,2221,310.00,Faulty Workmanship,55.40
v2.0.101,2222,310.00,Games of Chance / Over-Redemptio,10.70
v2.0.101,2223,310.00,HIPAA Violations,4.30
v2.0.101,2224,310.00,Open House Claim Sublimit,13.50
v2.0.101,2225,310.00,Rectification Expenses,7.90
v2.0.101,2226,310.00,Protective Indemnity,2.10
v2.0.101,2227,310.00,Mold,7.86
v2.0.101,2228,310.00,Pollutants in Transit,2.13
v2.0.101,2229,310.00,Non-Owned Disposal Site,2.13
v2.0.101,2230,310.00,Bodily injury / property damage,33.02
v2.0.101,2231,310.00,Antitrust sublimit,4.27
v2.0.101,2232,310.00,Failure to disclose pollutants,4.27
v2.0.101,2233,310.00,FCRA defense only sublimit,19.19
v2.0.101,2234,310.00,Pollution liability,15.73
v2.0.101,2235,310.00,Technology Coverage Extensio,13.47
v2.0.101,2236,310.00,Bodily Inury (Emotional Distress),15.73
v2.0.101,2237,310.00,Network security & privacy,7.86
v2.0.101,2238,310.00,Defamation Exclusion and Sublimit,4.68
v2.0.101,2239,310.00,InvasionPrivacyExclusionSublimit,4.68
v2.0.101,2240,310.00,Media activities,14.59
v2.0.101,2241,315.00,Bodily Injury,31.73
v2.0.101,2242,315.00,Property Damage,12.69
v2.0.101,2243,315.00,Breach of Contract,12.69
v2.0.101,2244,315.00,Personal & Advertising Injury,25.38
v2.0.101,2245,315.00,Intellectual Property Infringement,12.69
v2.0.101,2246,315.00,Third Party Discriminatio,12.69
v2.0.101,2247,315.00,Contractors Pollution (Claims Made),13.60
v2.0.101,2248,315.00,Contractors Pollution (Occ),16.27
v2.0.101,2249,315.00,Sexual Abuse & Misconduct,26.90
v2.0.101,2250,315.00,Billing Errors Coverage,10.70
v2.0.101,2251,315.00,Class Action Sublimit,0.00
v2.0.101,2252,315.00,Crisis Management,7.90
v2.0.101,2253,315.00,Defense Only TCPA,19.30
v2.0.101,2254,315.00,Defense Outside Limits,25.40
v2.0.101,2255,315.00,Evacuation Expenses,7.90
v2.0.101,2256,315.00,Faulty Workmanship,55.80
v2.0.101,2257,315.00,Games of Chance / Over-Redemptio,10.70
v2.0.101,2258,315.00,HIPAA Violations,4.30
v2.0.101,2259,315.00,Open House Claim Sublimit,13.60
v2.0.101,2260,315.00,Rectification Expenses,7.90
v2.0.101,2261,315.00,Protective Indemnity,2.10
v2.0.101,2262,315.00,Mold,7.91
v2.0.101,2263,315.00,Pollutants in Transit,2.15
v2.0.101,2264,315.00,Non-Owned Disposal Site,2.15
v2.0.101,2265,315.00,Bodily injury / property damage,33.32
v2.0.101,2266,315.00,Antitrust sublimit,4.29
v2.0.101,2267,315.00,Failure to disclose pollutants,4.29
v2.0.101,2268,315.00,FCRA defense only sublimit,19.32
v2.0.101,2269,315.00,Pollution liability,15.86
v2.0.101,2270,315.00,Technology Coverage Extensio,13.56
v2.0.101,2271,315.00,Bodily Inury (Emotional Distress),15.86
v2.0.101,2272,315.00,Network security & privacy,7.91
v2.0.101,2273,315.00,Defamation Exclusion and Sublimit,4.80
v2.0.101,2274,315.00,InvasionPrivacyExclusionSublimit,4.80
v2.0.101,2275,315.00,Media activities,14.69
v2.0.101,2276,320.00,Bodily Injury,32.01
v2.0.101,2277,320.00,Property Damage,12.80
v2.0.101,2278,320.00,Breach of Contract,12.80
v2.0.101,2279,320.00,Personal & Advertising Injury,25.61
v2.0.101,2280,320.00,Intellectual Property Infringement,12.80
v2.0.101,2281,320.00,Third Party Discriminatio,12.80
v2.0.101,2282,320.00,Contractors Pollution (Claims Made),13.70
v2.0.101,2283,320.00,Contractors Pollution (Occ),16.38
v2.0.101,2284,320.00,Sexual Abuse & Misconduct,27.00
v2.0.101,2285,320.00,Billing Errors Coverage,10.80
v2.0.101,2286,320.00,Class Action Sublimit,0.00
v2.0.101,2287,320.00,Crisis Management,8.00
v2.0.101,2288,320.00,Defense Only TCPA,19.40
v2.0.101,2289,320.00,Defense Outside Limits,25.60
v2.0.101,2290,320.00,Evacuation Expenses,8.00
v2.0.101,2291,320.00,Faulty Workmanship,56.20
v2.0.101,2292,320.00,Games of Chance / Over-Redemptio,10.80
v2.0.101,2293,320.00,HIPAA Violations,4.30
v2.0.101,2294,320.00,Open House Claim Sublimit,13.70
v2.0.101,2295,320.00,Rectification Expenses,8.00
v2.0.101,2296,320.00,Protective Indemnity,2.20
v2.0.101,2297,320.00,Mold,7.96
v2.0.101,2298,320.00,Pollutants in Transit,2.16
v2.0.101,2299,320.00,Non-Owned Disposal Site,2.16
v2.0.101,2300,320.00,Bodily injury / property damage,33.61
v2.0.101,2301,320.00,Antitrust sublimit,4.32
v2.0.101,2302,320.00,Failure to disclose pollutants,4.32
v2.0.101,2303,320.00,FCRA defense only sublimit,19.45
v2.0.101,2304,320.00,Pollution liability,16.00
v2.0.101,2305,320.00,Technology Coverage Extensio,13.65
v2.0.101,2306,320.00,Bodily Inury (Emotional Distress),16.00
v2.0.101,2307,320.00,Network security & privacy,7.96
v2.0.101,2308,320.00,Defamation Exclusion and Sublimit,4.91
v2.0.101,2309,320.00,InvasionPrivacyExclusionSublimit,4.91
v2.0.101,2310,320.00,Media activities,14.79
v2.0.101,2311,325.00,Bodily Injury,32.29
v2.0.101,2312,325.00,Property Damage,12.91
v2.0.101,2313,325.00,Breach of Contract,12.91
v2.0.101,2314,325.00,Personal & Advertising Injury,25.83
v2.0.101,2315,325.00,Intellectual Property Infringement,12.91
v2.0.101,2316,325.00,Third Party Discriminatio,12.91
v2.0.101,2317,325.00,Contractors Pollution (Claims Made),13.70
v2.0.101,2318,325.00,Contractors Pollution (Occ),16.49
v2.0.101,2319,325.00,Sexual Abuse & Misconduct,27.00
v2.0.101,2320,325.00,Billing Errors Coverage,10.90
v2.0.101,2321,325.00,Class Action Sublimit,0.00
v2.0.101,2322,325.00,Crisis Management,8.00
v2.0.101,2323,325.00,Defense Only TCPA,19.60
v2.0.101,2324,325.00,Defense Outside Limits,25.80
v2.0.101,2325,325.00,Evacuation Expenses,8.00
v2.0.101,2326,325.00,Faulty Workmanship,56.50
v2.0.101,2327,325.00,Games of Chance / Over-Redemptio,10.90
v2.0.101,2328,325.00,HIPAA Violations,4.40
v2.0.101,2329,325.00,Open House Claim Sublimit,13.70
v2.0.101,2330,325.00,Rectification Expenses,8.00
v2.0.101,2331,325.00,Protective Indemnity,2.20
v2.0.101,2332,325.00,Mold,8.02
v2.0.101,2333,325.00,Pollutants in Transit,2.18
v2.0.101,2334,325.00,Non-Owned Disposal Site,2.18
v2.0.101,2335,325.00,Bodily injury / property damage,33.90
v2.0.101,2336,325.00,Antitrust sublimit,4.35
v2.0.101,2337,325.00,Failure to disclose pollutants,4.35
v2.0.101,2338,325.00,FCRA defense only sublimit,19.58
v2.0.101,2339,325.00,Pollution liability,16.14
v2.0.101,2340,325.00,Technology Coverage Extensio,13.74
v2.0.101,2341,325.00,Bodily Inury (Emotional Distress),16.14
v2.0.101,2342,325.00,Network security & privacy,8.02
v2.0.101,2343,325.00,Defamation Exclusion and Sublimit,5.02
v2.0.101,2344,325.00,InvasionPrivacyExclusionSublimit,5.02
v2.0.101,2345,325.00,Media activities,14.89
v2.0.101,2346,330.00,Bodily Injury,32.57
v2.0.101,2347,330.00,Property Damage,13.03
v2.0.101,2348,330.00,Breach of Contract,13.03
v2.0.101,2349,330.00,Personal & Advertising Injury,26.05
v2.0.101,2350,330.00,Intellectual Property Infringement,13.03
v2.0.101,2351,330.00,Third Party Discriminatio,13.03
v2.0.101,2352,330.00,Contractors Pollution (Claims Made),13.80
v2.0.101,2353,330.00,Contractors Pollution (Occ),16.60
v2.0.101,2354,330.00,Sexual Abuse & Misconduct,27.10
v2.0.101,2355,330.00,Billing Errors Coverage,10.90
v2.0.101,2356,330.00,Class Action Sublimit,0.00
v2.0.101,2357,330.00,Crisis Management,8.10
v2.0.101,2358,330.00,Defense Only TCPA,19.70
v2.0.101,2359,330.00,Defense Outside Limits,26.10
v2.0.101,2360,330.00,Evacuation Expenses,8.10
v2.0.101,2361,330.00,Faulty Workmanship,56.90
v2.0.101,2362,330.00,Games of Chance / Over-Redemptio,10.90
v2.0.101,2363,330.00,HIPAA Violations,4.40
v2.0.101,2364,330.00,Open House Claim Sublimit,13.80
v2.0.101,2365,330.00,Rectification Expenses,8.10
v2.0.101,2366,330.00,Protective Indemnity,2.20
v2.0.101,2367,330.00,Mold,8.07
v2.0.101,2368,330.00,Pollutants in Transit,2.19
v2.0.101,2369,330.00,Non-Owned Disposal Site,2.19
v2.0.101,2370,330.00,Bodily injury / property damage,34.19
v2.0.101,2371,330.00,Antitrust sublimit,4.38
v2.0.101,2372,330.00,Failure to disclose pollutants,4.38
v2.0.101,2373,330.00,FCRA defense only sublimit,19.70
v2.0.101,2374,330.00,Pollution liability,16.28
v2.0.101,2375,330.00,Technology Coverage Extensio,13.83
v2.0.101,2376,330.00,Bodily Inury (Emotional Distress),16.28
v2.0.101,2377,330.00,Network security & privacy,8.07
v2.0.101,2378,330.00,Defamation Exclusion and Sublimit,5.13
v2.0.101,2379,330.00,InvasionPrivacyExclusionSublimit,5.13
v2.0.101,2380,330.00,Media activities,14.98
v2.0.101,2381,335.00,Bodily Injury,32.84
v2.0.101,2382,335.00,Property Damage,13.14
v2.0.101,2383,335.00,Breach of Contract,13.14
v2.0.101,2384,335.00,Personal & Advertising Injury,26.28
v2.0.101,2385,335.00,Intellectual Property Infringement,13.14
v2.0.101,2386,335.00,Third Party Discriminatio,13.14
v2.0.101,2387,335.00,Contractors Pollution (Claims Made),13.90
v2.0.101,2388,335.00,Contractors Pollution (Occ),16.70
v2.0.101,2389,335.00,Sexual Abuse & Misconduct,27.10
v2.0.101,2390,335.00,Billing Errors Coverage,11.00
v2.0.101,2391,335.00,Class Action Sublimit,0.00
v2.0.101,2392,335.00,Crisis Management,8.10
v2.0.101,2393,335.00,Defense Only TCPA,19.80
v2.0.101,2394,335.00,Defense Outside Limits,26.30
v2.0.101,2395,335.00,Evacuation Expenses,8.10
v2.0.101,2396,335.00,Faulty Workmanship,57.30
v2.0.101,2397,335.00,Games of Chance / Over-Redemptio,11.00
v2.0.101,2398,335.00,HIPAA Violations,4.40
v2.0.101,2399,335.00,Open House Claim Sublimit,13.90
v2.0.101,2400,335.00,Rectification Expenses,8.10
v2.0.101,2401,335.00,Protective Indemnity,2.20
v2.0.101,2402,335.00,Mold,8.12
v2.0.101,2403,335.00,Pollutants in Transit,2.20
v2.0.101,2404,335.00,Non-Owned Disposal Site,2.20
v2.0.101,2405,335.00,Bodily injury / property damage,34.49
v2.0.101,2406,335.00,Antitrust sublimit,4.41
v2.0.101,2407,335.00,Failure to disclose pollutants,4.41
v2.0.101,2408,335.00,FCRA defense only sublimit,19.83
v2.0.101,2409,335.00,Pollution liability,16.42
v2.0.101,2410,335.00,Technology Coverage Extensio,13.92
v2.0.101,2411,335.00,Bodily Inury (Emotional Distress),16.42
v2.0.101,2412,335.00,Network security & privacy,8.12
v2.0.101,2413,335.00,Defamation Exclusion and Sublimit,5.24
v2.0.101,2414,335.00,InvasionPrivacyExclusionSublimit,5.24
v2.0.101,2415,335.00,Media activities,15.08
v2.0.101,2416,340.00,Bodily Injury,33.12
v2.0.101,2417,340.00,Property Damage,13.25
v2.0.101,2418,340.00,Breach of Contract,13.25
v2.0.101,2419,340.00,Personal & Advertising Injury,26.50
v2.0.101,2420,340.00,Intellectual Property Infringement,13.25
v2.0.101,2421,340.00,Third Party Discriminatio,13.25
v2.0.101,2422,340.00,Contractors Pollution (Claims Made),14.00
v2.0.101,2423,340.00,Contractors Pollution (Occ),16.81
v2.0.101,2424,340.00,Sexual Abuse & Misconduct,27.20
v2.0.101,2425,340.00,Billing Errors Coverage,11.10
v2.0.101,2426,340.00,Class Action Sublimit,0.00
v2.0.101,2427,340.00,Crisis Management,8.20
v2.0.101,2428,340.00,Defense Only TCPA,20.00
v2.0.101,2429,340.00,Defense Outside Limits,26.50
v2.0.101,2430,340.00,Evacuation Expenses,8.20
v2.0.101,2431,340.00,Faulty Workmanship,57.60
v2.0.101,2432,340.00,Games of Chance / Over-Redemptio,11.10
v2.0.101,2433,340.00,HIPAA Violations,4.40
v2.0.101,2434,340.00,Open House Claim Sublimit,14.00
v2.0.101,2435,340.00,Rectification Expenses,8.20
v2.0.101,2436,340.00,Protective Indemnity,2.20
v2.0.101,2437,340.00,Mold,8.17
v2.0.101,2438,340.00,Pollutants in Transit,2.22
v2.0.101,2439,340.00,Non-Owned Disposal Site,2.22
v2.0.101,2440,340.00,Bodily injury / property damage,34.78
v2.0.101,2441,340.00,Antitrust sublimit,4.44
v2.0.101,2442,340.00,Failure to disclose pollutants,4.44
v2.0.101,2443,340.00,FCRA defense only sublimit,19.96
v2.0.101,2444,340.00,Pollution liability,16.56
v2.0.101,2445,340.00,Technology Coverage Extensio,14.01
v2.0.101,2446,340.00,Bodily Inury (Emotional Distress),16.56
v2.0.101,2447,340.00,Network security & privacy,8.17
v2.0.101,2448,340.00,Defamation Exclusion and Sublimit,5.35
v2.0.101,2449,340.00,InvasionPrivacyExclusionSublimit,5.35
v2.0.101,2450,340.00,Media activities,15.18
v2.0.101,2451,345.00,Bodily Injury,33.40
v2.0.101,2452,345.00,Property Damage,13.36
v2.0.101,2453,345.00,Breach of Contract,13.36
v2.0.101,2454,345.00,Personal & Advertising Injury,26.72
v2.0.101,2455,345.00,Intellectual Property Infringement,13.36
v2.0.101,2456,345.00,Third Party Discriminatio,13.36
v2.0.101,2457,345.00,Contractors Pollution (Claims Made),14.10
